from_domain,body_word_count,subject_word_count,longest_sentence_length,has_quoted_reply,has_email_closing,link_count,has_unsubscribe,capital_letter_count,capital_letter_ratio,subject_caps_ratio,punctuation_count,punctuation_ratio,question_mark_count,number_count,number_ratio,finance_symbol_count,emoji_count,emoji_ratio,has_important,feedback_words,day_of_week,time_of_day,letter_count,whitespace_ratio,label
notice.aliexpress.com,6286,5,302,True,False,44,False,1739,0.0611,0.125,9725,0.1764,32,3680,0.1294,16,0,0.0,True,False,Thursday,Afternoon,28459,0.467,Good
linkedin.com,11741,11,402,True,True,44,True,4381,0.0793,0.0921,16566,0.1597,36,6314,0.1145,2,2,0.0,True,True,Wednesday,Morning,55230,0.4633,Good
ses.binance.com,4015,10,255,True,False,25,False,520,0.0303,0.2222,5915,0.2137,2,1791,0.1044,0,0,0.0,True,False,Monday,Morning,17182,0.1646,Good
vinted.com,58,11,20,False,False,0,False,44,0.1341,0.1818,13,0.0342,0,14,0.0493,0,0,0.0,False,False,Thursday,Morning,328,0.243,Good
members.netflix.com,5737,10,663,True,False,62,True,2439,0.0972,0.3333,8507,0.2022,50,4580,0.1827,0,0,0.0,True,True,Wednesday,Afternoon,25102,0.1558,Good
linkedin.com,10464,8,399,True,False,38,True,3481,0.071,0.0923,14732,0.1565,29,5275,0.1077,2,4,0.0,True,True,Saturday,Morning,49026,0.5103,Good
treatwell.lt,917,11,82,True,False,7,True,155,0.036,0.0769,1208,0.1176,4,363,0.0853,0,2,0.0002,True,False,Saturday,Morning,4306,1.0433,Good
skelbiu.lt,668,5,138,True,False,14,False,121,0.0415,0.0606,972,0.1715,2,228,0.0791,0,0,0.0,True,False,Tuesday,Morning,2916,0.5487,Good
linkedin.com,10471,7,400,True,False,38,True,3577,0.0729,0.1277,14770,0.1566,30,5339,0.1089,2,2,0.0,True,True,Friday,Morning,49085,0.5095,Good
linkedin.com,10423,7,402,True,False,38,True,3543,0.0724,0.1176,14676,0.1562,29,5248,0.1074,2,2,0.0,True,True,Wednesday,Morning,48925,0.5109,Good
uber.com,9449,6,233,True,True,53,False,4425,0.0878,0.1034,12692,0.1825,6,5073,0.1007,6,0,0.0,True,True,Friday,Evening,50391,0.0276,Good
invoiceocean.com,80,4,22,True,True,2,False,63,0.1795,0.1667,87,0.1545,0,73,0.2232,0,0,0.0,False,False,Tuesday,Evening,351,0.2324,Good
vinted.com,10193,3,222,True,True,8,False,3181,0.071,0.1333,14954,0.2243,4,4049,0.0904,0,4,0.0001,False,False,Tuesday,Afternoon,44816,0.0641,Good
linkedin.com,16500,8,405,True,False,71,True,7715,0.0959,0.0758,23447,0.1667,57,8612,0.1072,2,4,0.0,True,True,Saturday,Morning,80417,0.3489,Good
gmail.com,0,1,0,False,False,0,False,1,0.25,0.25,0,0.0,0,0,0.0,0,0,0.0,False,False,Sunday,Evening,4,0.0,Good
linkedin.com,12230,9,398,True,False,51,True,5004,0.085,0.0678,17429,0.1598,39,7014,0.1193,2,4,0.0,True,True,Sunday,Morning,58854,0.4368,Good
linkedin.com,17043,7,401,True,False,73,True,8226,0.0998,0.1091,24242,0.168,57,9176,0.1114,2,4,0.0,True,True,Tuesday,Morning,82394,0.3446,Good
insideapple.apple.com,3693,6,139,True,False,26,True,2512,0.1191,0.0435,4413,0.1293,15,2063,0.0979,0,1,0.0,True,True,Thursday,Evening,21100,0.3118,Good
vinted.com,3320,7,119,True,False,10,False,405,0.0315,0.0968,3973,0.1973,14,1039,0.0809,0,2,0.0001,False,True,Thursday,Morning,12873,0.1773,Good
vu.lt,153,8,15,True,False,4,False,29,0.0374,0.0612,154,0.1523,2,34,0.0468,0,0,0.0,False,False,Thursday,Evening,775,0.1336,Good
mgdirectmail.binance.com,3656,14,149,True,False,25,False,2121,0.11,0.303,5436,0.188,14,1597,0.0829,0,1,0.0,True,False,Tuesday,Evening,19286,0.1368,Good
linkedin.com,16776,7,401,True,False,72,True,7627,0.0939,0.2245,23857,0.167,58,9384,0.1156,6,4,0.0,True,True,Tuesday,Morning,81221,0.348,Good
linkedin.com,17394,9,396,True,False,72,True,7619,0.0918,0.1212,24345,0.1683,55,8546,0.103,2,4,0.0,True,True,Thursday,Morning,83019,0.3457,Good
developers.facebook.com,1563,8,238,True,True,11,True,337,0.048,0.1818,2293,0.2183,4,627,0.0898,0,1,0.0001,True,True,Friday,Afternoon,7015,0.0858,Good
bitwarden.com,1419,6,192,True,False,19,False,183,0.0286,0.2222,1832,0.149,0,426,0.0669,0,0,0.0,True,False,Tuesday,Morning,6394,0.5769,Good
linkedin.com,4327,4,441,True,False,31,True,2364,0.1003,0.0455,5799,0.1717,20,1994,0.0847,0,4,0.0001,True,False,Monday,Evening,23571,0.0963,Good
github.com,67,12,19,False,True,3,False,23,0.0539,0.0862,31,0.0664,0,11,0.0298,0,0,0.0,False,False,Monday,Night,427,0.1518,Good
facebookmail.com,2732,11,174,True,True,17,True,978,0.0771,0.0526,3924,0.2088,13,1414,0.1119,0,1,0.0001,True,False,Monday,Morning,12678,0.0647,Good
citybee.lt,2694,3,304,True,True,17,False,325,0.0261,0.087,3589,0.1723,1,1077,0.0867,0,2,0.0001,True,False,Saturday,Morning,12443,0.3014,Good
steampowered.com,4373,11,136,True,False,40,True,641,0.0344,0.06,5780,0.1336,23,2137,0.1152,0,2,0.0,True,True,Tuesday,Evening,18608,0.904,Good
linkedin.com,18015,8,402,True,False,78,True,8307,0.0948,0.102,25672,0.1688,63,9817,0.1121,6,4,0.0,True,True,Thursday,Morning,87649,0.3288,Good
trafi.com,1034,4,257,True,False,10,False,207,0.0531,0.0714,1601,0.19,5,364,0.0941,5,0,0.0,True,False,Monday,Afternoon,3897,0.6684,Good
linkedin.com,16796,15,393,True,False,68,True,7113,0.0891,0.0455,23448,0.1683,50,7917,0.0993,4,4,0.0,True,True,Saturday,Morning,79818,0.3515,Good
github.com,4392,10,79,True,False,79,True,16833,0.3727,0.0889,5073,0.0839,41,7862,0.1743,0,13,0.0002,True,True,Wednesday,Afternoon,45161,0.0534,Good
linkedin.com,18032,9,396,True,False,73,True,7793,0.0913,0.1364,25183,0.1696,57,8818,0.1034,8,4,0.0,True,True,Tuesday,Morning,85352,0.3398,Good
linkedin.com,17736,8,393,True,False,73,True,7699,0.0913,0.125,24768,0.1696,57,8434,0.1001,4,7,0.0,True,True,Thursday,Morning,84300,0.3372,Good
acct.epicgames.com,2574,4,87,True,False,17,True,3047,0.1933,0.0303,3302,0.1306,13,1498,0.0953,0,1,0.0,True,False,Monday,Afternoon,15759,0.3022,Good
notice.aliexpress.com,7522,5,307,True,False,52,False,1837,0.0537,0.05,11892,0.1799,43,4045,0.1184,20,0,0.0,True,True,Sunday,Morning,34190,0.4684,Good
vinted.lt,1814,8,193,True,False,20,False,242,0.0304,0.0645,2660,0.2139,1,617,0.0778,0,0,0.0,True,True,Friday,Morning,7965,0.1544,Good
linkedin.com,4573,5,390,True,False,39,True,2878,0.1112,0.0476,6200,0.1683,28,2361,0.0913,0,4,0.0001,True,True,Thursday,Afternoon,25875,0.0871,Good
twitch.tv,1901,5,169,True,True,14,False,544,0.0598,0.1613,2043,0.1603,7,856,0.0944,0,1,0.0001,True,True,Friday,Afternoon,9101,0.085,Good
anteja.lt,33,1,8,False,True,0,False,11,0.0493,0.1818,9,0.0335,0,6,0.0283,0,0,0.0,False,False,Monday,Morning,223,0.1981,Good
linkedin.com,16775,11,406,True,False,73,True,8322,0.1017,0.5952,23170,0.1331,58,9166,0.1121,2,4,0.0,True,True,Tuesday,Morning,81816,0.7319,Good
email.meetup.com,4174,6,309,True,False,24,True,6642,0.2306,0.1923,5731,0.1172,15,3584,0.1246,0,1,0.0,True,True,Wednesday,Morning,28801,0.3696,Good
twitch.tv,1556,6,163,True,True,13,False,706,0.0916,0.1562,1700,0.1581,7,928,0.1209,0,1,0.0001,True,True,Friday,Afternoon,7706,0.058,Good
accounts.google.com,725,6,69,True,False,5,False,156,0.0467,0.0732,894,0.1838,7,315,0.0954,0,1,0.0002,True,True,Sunday,Morning,3343,0.1069,Good
em.probroexpress.lt,6264,7,479,True,False,24,True,3414,0.115,0.0278,8973,0.1973,5,5014,0.1691,9,1,0.0,True,False,Wednesday,Morning,29685,0.0613,Good
members.netflix.com,9838,9,660,True,False,79,True,5197,0.1161,0.0588,14098,0.1893,68,7003,0.1566,0,0,0.0,True,True,Friday,Evening,44762,0.1933,Good
probroexpress.lt,249,10,34,True,False,4,False,111,0.0882,0.2909,263,0.1464,2,84,0.0698,0,0,0.0,True,False,Thursday,Afternoon,1258,0.2012,Good
bitwarden.com,1421,7,192,True,False,19,False,192,0.0301,0.3103,1828,0.1488,0,418,0.0657,0,0,0.0,True,False,Sunday,Morning,6388,0.5782,Good
anteja.lt,8109,10,289,True,True,42,True,2619,0.0646,0.0286,12628,0.1252,2,4012,0.0991,1,0,0.0,True,False,Tuesday,Morning,40562,1.079,Good
em.probroexpress.lt,6007,5,473,True,False,22,True,2781,0.0999,0.0556,8745,0.2039,5,4612,0.1658,0,2,0.0,True,False,Monday,Morning,27831,0.0614,Good
linkedin.com,10695,16,393,True,False,42,True,3726,0.0735,0.1266,15141,0.1568,29,5561,0.1098,2,4,0.0,True,True,Friday,Morning,50707,0.4954,Good
klix.app,1086,3,67,True,False,11,False,209,0.0429,0.0476,1396,0.1361,1,275,0.0566,2,0,0.0,False,False,Monday,Afternoon,4876,0.7668,Good
e.gallup.com,12299,5,139,True,True,60,True,2731,0.052,0.1389,18296,0.182,45,8775,0.1671,0,8,0.0001,True,True,Friday,Morning,52555,0.3979,Good
greensolar.lt,399,1,63,True,False,5,False,159,0.0847,0.1111,512,0.1882,0,131,0.0701,2,0,0.0,False,True,Wednesday,Afternoon,1877,0.1103,Good
aboutyou.com,7252,6,158,True,False,77,False,1546,0.0441,0.0714,10806,0.1855,67,9165,0.2616,2,2,0.0,True,True,Thursday,Evening,35061,0.0927,Good
linkedin.com,17802,8,396,True,False,75,True,8034,0.0944,0.1463,24312,0.1357,55,9068,0.1066,2,4,0.0,True,True,Saturday,Afternoon,85069,0.713,Good
members.netflix.com,6809,7,709,True,False,71,True,2814,0.0933,0.1852,10142,0.2033,53,5222,0.1733,0,0,0.0,True,True,Sunday,Evening,30165,0.1453,Good
mail.anthropic.com,1287,15,238,True,False,5,False,397,0.0662,0.0857,1927,0.213,2,591,0.0991,0,0,0.0,True,False,Sunday,Morning,5999,0.0949,Good
twodaylithuania.teamtailor-mail.com,3024,8,163,True,True,19,True,234,0.0179,0.0244,3935,0.1763,4,1396,0.107,0,0,0.0,True,False,Friday,Afternoon,13087,0.3019,Good
linkedin.com,16925,17,337,True,False,72,True,7700,0.0941,0.1579,24018,0.1675,58,9157,0.112,6,4,0.0,True,True,Wednesday,Morning,81864,0.3457,Good
notice.aliexpress.com,7173,5,304,True,False,52,False,1945,0.0593,0.1515,11488,0.1758,37,4169,0.1272,21,0,0.0,True,False,Wednesday,Evening,32818,0.5152,Good
ld.lt,693,4,58,True,True,12,False,104,0.0299,0.0357,675,0.1392,4,138,0.0399,0,0,0.0,False,False,Thursday,Morning,3483,0.1653,Good
e.linkedin.com,5405,7,637,True,True,21,True,1643,0.0695,0.0312,8533,0.174,13,3685,0.1561,0,0,0.0,True,False,Wednesday,Evening,23633,0.5607,Good
xoom.com,1526,7,106,True,False,13,False,296,0.044,0.0741,1800,0.1835,3,397,0.0593,0,0,0.0,True,True,Saturday,Morning,6720,0.1372,Good
linkedin.com,10143,12,406,True,False,37,True,3659,0.0768,0.12,14291,0.1552,29,5279,0.111,5,2,0.0,True,True,Thursday,Morning,47624,0.5217,Good
linkedin.com,10832,8,403,True,False,42,True,3950,0.0769,0.1698,15348,0.1564,30,5663,0.1104,2,4,0.0,True,True,Wednesday,Morning,51349,0.4997,Good
linkedin.com,10704,7,390,True,False,42,True,3823,0.0751,0.0588,15156,0.1564,29,5472,0.1076,2,4,0.0,True,True,Wednesday,Morning,50916,0.4969,Good
email.apple.com,1846,4,161,True,False,13,False,144,0.0183,0.1,2401,0.2045,3,1044,0.1333,5,1,0.0001,True,False,Sunday,Morning,7853,0.0566,Good
linkedin.com,2741,6,384,True,True,18,False,636,0.0516,0.0588,3539,0.1892,12,1120,0.0911,0,4,0.0002,True,False,Thursday,Afternoon,12324,0.1295,Good
revolut.com,4782,6,139,True,False,20,True,1339,0.0619,0.027,6948,0.2078,7,1680,0.0778,0,2,0.0001,True,True,Wednesday,Afternoon,21643,0.1481,Good
treatwell.lt,1631,4,283,True,False,8,False,513,0.0757,0.0667,2590,0.1984,2,790,0.1171,0,0,0.0,False,False,Monday,Evening,6778,0.4336,Good
linkedin.com,17286,9,393,True,False,72,True,7736,0.0939,0.122,24227,0.1687,57,8664,0.1052,2,7,0.0,True,True,Thursday,Morning,82415,0.3421,Good
e.linkedin.com,5645,11,574,True,False,39,True,4073,0.1406,0.0851,9239,0.1508,26,4151,0.1435,0,0,0.0,True,False,Wednesday,Afternoon,28966,0.6552,Good
contact-80.daily-newsletter.com,22,0,11,False,False,0,False,3,0.0297,0.0,6,0.0465,0,0,0.0,0,0,0.0,False,False,Monday,Morning,101,0.2178,Spam
admin-92.win,98,0,21,False,False,0,False,61,0.1644,0.0,28,0.0566,3,0,0.0,0,0,0.0,False,False,Sunday,Afternoon,371,0.2588,Spam
promo-57.club,38,0,17,False,False,0,False,4,0.0253,0.0,6,0.0296,0,0,0.0,0,0,0.0,False,False,Friday,Night,158,0.2468,Spam
contact-51.special-offer.org,38,0,7,False,False,0,False,31,0.7949,0.0,0,0.0,0,0,0.0,0,0,0.0,False,False,Sunday,Afternoon,39,0.1795,Spam
admin-75.promo-source.com,56,0,13,False,False,0,False,20,0.0943,0.0,18,0.0563,3,0,0.0,0,21,0.0656,False,False,Saturday,Afternoon,212,0.3019,Spam
contact-31.club,77,0,20,False,False,0,False,46,0.146,0.0,15,0.0361,1,0,0.0,0,12,0.0288,False,False,Friday,Night,315,0.2349,Spam
newsletter-89.win,17,0,7,False,False,0,False,3,0.0385,0.0,5,0.0495,0,0,0.0,0,0,0.0,False,False,Tuesday,Night,78,0.2308,Spam
newsletter-64.promo-source.com,108,0,17,False,False,0,False,10,0.0216,0.0,23,0.0389,0,2,0.0043,0,0,0.0,False,False,Thursday,Afternoon,464,0.222,Spam
offers-93.shop,106,0,22,False,False,0,False,17,0.0397,0.0,28,0.0498,2,0,0.0,6,0,0.0,False,False,Saturday,Morning,428,0.2477,Spam
admin-92.promo-source.com,106,0,20,False,False,0,False,12,0.0266,0.0,20,0.0348,1,0,0.0,0,0,0.0,False,True,Friday,Morning,451,0.2306,Spam
admin-21.win,46,0,17,False,False,0,False,3,0.0161,0.0,12,0.0498,1,0,0.0,0,0,0.0,False,False,Saturday,Afternoon,186,0.2312,Spam
deals-72.xyz,64,0,22,False,True,0,False,7,0.0268,0.0,10,0.0299,1,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,261,0.2414,Spam
support-37.live,5,0,5,False,False,0,False,10,0.5263,0.0,3,0.1111,0,0,0.0,0,0,0.0,False,False,Saturday,Evening,19,0.2632,Spam
contact-23.buzz,47,0,25,False,False,0,False,8,0.039,0.0,4,0.0156,0,0,0.0,0,0,0.0,False,True,Sunday,Night,205,0.2341,Spam
newsletter-45.win,29,0,11,False,False,0,False,3,0.0248,0.0,4,0.026,0,0,0.0,0,0,0.0,False,False,Friday,Morning,121,0.2397,Spam
support-87.site,72,0,19,False,False,0,False,6,0.0221,0.0,10,0.0275,2,7,0.0257,0,0,0.0,False,False,Thursday,Morning,272,0.2721,Spam
support-40.buzz,27,0,15,False,False,0,False,50,0.4717,0.0,9,0.0634,0,0,0.0,0,0,0.0,False,False,Monday,Evening,106,0.2547,Spam
promo-21.marketing-deals.net,77,0,22,False,False,0,False,7,0.0207,0.0,16,0.0364,1,0,0.0,0,14,0.0318,False,True,Sunday,Morning,338,0.213,Spam
contact-39.link,102,0,24,False,True,0,False,83,0.1953,0.0,27,0.0488,3,4,0.0094,0,0,0.0,False,False,Wednesday,Evening,425,0.2282,Spam
deals-30.win,96,0,31,False,False,0,False,12,0.0317,0.0,25,0.0503,2,6,0.0159,0,0,0.0,False,False,Tuesday,Morning,378,0.2328,Spam
admin-56.daily-newsletter.com,32,0,18,False,False,0,False,15,0.1103,0.0,12,0.0659,0,2,0.0147,3,0,0.0,False,False,Thursday,Afternoon,136,0.2353,Spam
deals-73.promo-source.com,103,0,20,False,True,0,False,43,0.0905,0.0,19,0.0316,2,4,0.0084,1,0,0.0,False,False,Saturday,Afternoon,475,0.2168,Spam
offers-41.live,112,0,26,False,False,0,False,8,0.0153,0.0,18,0.0277,2,0,0.0,0,0,0.0,False,False,Sunday,Evening,522,0.2088,Spam
promo-68.win,108,0,23,False,False,0,False,10,0.0235,0.0,24,0.0432,2,4,0.0094,0,0,0.0,False,False,Sunday,Morning,425,0.24,Spam
admin-60.live,118,0,27,False,False,0,False,8,0.0166,0.0,19,0.031,1,0,0.0,0,0,0.0,False,False,Monday,Night,483,0.2277,Spam
newsletter-63.info,82,0,30,False,True,0,False,13,0.0366,0.0,13,0.0281,2,0,0.0,0,12,0.026,False,False,Saturday,Afternoon,355,0.231,Spam
contact-67.shop,45,0,16,False,False,0,False,87,0.4971,0.0,16,0.0684,2,0,0.0,0,0,0.0,False,False,Tuesday,Night,175,0.2457,Spam
newsletter-28.live,110,0,26,False,True,0,False,49,0.1063,0.0,41,0.0673,6,0,0.0,0,0,0.0,False,False,Tuesday,Evening,461,0.2321,Spam
newsletter-52.xyz,110,0,31,False,False,0,False,43,0.0953,0.0,27,0.0464,0,0,0.0,0,0,0.0,False,False,Sunday,Morning,451,0.2262,Spam
contact-48.daily-newsletter.com,36,0,25,False,False,0,False,5,0.0345,0.0,9,0.0479,0,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,145,0.2345,Spam
support-24.download,41,0,15,False,False,0,False,4,0.0219,0.0,7,0.0306,1,0,0.0,0,0,0.0,False,True,Tuesday,Morning,183,0.2131,Spam
newsletter-65.club,102,0,19,False,False,0,False,15,0.0356,0.0,20,0.0371,0,0,0.0,0,0,0.0,False,False,Friday,Night,421,0.2328,Spam
admin-78.loan,106,0,20,False,False,0,False,50,0.1062,0.0,22,0.037,1,0,0.0,0,0,0.0,False,True,Sunday,Afternoon,471,0.2166,Spam
admin-49.loan,73,0,21,False,False,0,False,35,0.1094,0.0,23,0.056,1,2,0.0063,0,0,0.0,False,False,Thursday,Night,320,0.2062,Spam
newsletter-79.promo-source.com,46,0,17,False,False,0,False,4,0.0221,0.0,11,0.0464,0,0,0.0,0,0,0.0,False,False,Thursday,Evening,181,0.2486,Spam
admin-88.xyz,96,0,21,False,True,0,False,140,0.2991,0.0,27,0.0453,0,0,0.0,0,0,0.0,False,True,Monday,Evening,468,0.2158,Spam
admin-29.online,106,0,24,False,False,0,False,12,0.0286,0.0,27,0.0494,1,0,0.0,0,0,0.0,False,False,Wednesday,Evening,420,0.2381,Spam
promo-95.marketing-deals.net,9,0,8,False,False,0,False,1,0.0333,0.0,6,0.1224,0,1,0.0333,0,3,0.0612,False,False,Wednesday,Morning,30,0.3,Spam
admin-84.buzz,52,0,17,False,False,0,False,4,0.0188,0.0,10,0.0366,0,0,0.0,0,0,0.0,False,False,Saturday,Afternoon,213,0.2347,Spam
contact-27.loan,61,0,12,False,False,0,False,52,0.2023,0.0,28,0.0724,2,9,0.035,2,11,0.0284,False,False,Sunday,Morning,257,0.3191,Spam
newsletter-56.link,47,0,20,False,True,0,False,3,0.0159,0.0,6,0.025,0,0,0.0,0,0,0.0,False,False,Monday,Evening,189,0.2381,Spam
contact-91.win,16,0,7,False,False,0,False,5,0.0714,0.0,5,0.0549,0,0,0.0,0,0,0.0,False,False,Saturday,Night,70,0.2286,Spam
contact-57.special-offer.org,49,0,12,False,True,0,False,5,0.0237,0.0,9,0.033,0,4,0.019,0,0,0.0,False,False,Wednesday,Morning,211,0.2322,Spam
contact-93.loan,43,0,17,False,False,0,False,4,0.0222,0.0,6,0.0263,2,0,0.0,0,0,0.0,False,False,Sunday,Afternoon,180,0.2333,Spam
deals-59.click,38,0,21,False,False,0,False,3,0.019,0.0,7,0.0345,0,0,0.0,0,0,0.0,False,False,Wednesday,Night,158,0.2405,Spam
newsletter-14.your-rewards.info,104,0,31,False,False,0,False,43,0.1009,0.0,26,0.0468,5,2,0.0047,0,0,0.0,False,False,Friday,Night,426,0.2394,Spam
offers-84.top,78,0,24,False,False,0,False,23,0.074,0.0,23,0.0546,0,0,0.0,0,9,0.0214,False,False,Friday,Morning,311,0.2444,Spam
newsletter-32.win,28,0,8,False,False,0,False,7,0.0598,0.0,19,0.105,0,0,0.0,0,9,0.0497,False,False,Wednesday,Evening,117,0.2564,Spam
newsletter-41.top,34,0,17,False,False,0,False,3,0.0194,0.0,5,0.0259,0,0,0.0,0,0,0.0,False,False,Thursday,Afternoon,155,0.2129,Spam
contact-95.site,28,0,13,False,False,0,False,3,0.0246,0.0,4,0.026,0,0,0.0,0,0,0.0,False,False,Monday,Morning,122,0.2295,Spam
newsletter-61.site,57,0,19,False,False,0,False,25,0.1042,0.0,9,0.0295,2,0,0.0,0,0,0.0,False,False,Monday,Afternoon,240,0.2333,Spam
deals-67.shop,78,0,29,False,False,0,False,6,0.0176,0.0,9,0.0206,0,0,0.0,0,12,0.0275,False,False,Tuesday,Morning,340,0.2206,Spam
admin-90.top,66,0,20,False,False,0,False,196,0.7341,0.0,14,0.0393,0,0,0.0,0,12,0.0337,False,False,Thursday,Evening,267,0.236,Spam
support-55.link,14,0,10,False,False,0,False,7,0.1346,0.0,5,0.0704,0,0,0.0,0,0,0.0,False,False,Thursday,Night,52,0.2692,Spam
offers-79.marketing-deals.net,19,0,8,False,False,0,False,3,0.0411,0.0,7,0.07,0,0,0.0,3,0,0.0,False,False,Friday,Morning,73,0.274,Spam
contact-47.marketing-deals.net,34,0,15,False,False,0,False,3,0.021,0.0,5,0.0276,0,0,0.0,0,0,0.0,False,False,Tuesday,Night,143,0.2308,Spam
offers-33.xyz,64,0,19,False,False,0,False,8,0.0299,0.0,10,0.0293,2,0,0.0,0,0,0.0,False,False,Wednesday,Evening,268,0.2351,Spam
admin-72.your-rewards.info,36,0,16,False,False,0,False,3,0.0222,0.0,6,0.0341,0,0,0.0,0,0,0.0,False,False,Wednesday,Night,135,0.2593,Spam
deals-92.buzz,111,0,27,False,False,0,False,8,0.0169,0.0,23,0.0383,2,0,0.0,0,0,0.0,False,True,Monday,Evening,473,0.222,Spam
