from_domain,body_word_count,subject_word_count,longest_sentence_length,has_quoted_reply,has_email_closing,link_count,has_unsubscribe,capital_letter_count,capital_letter_ratio,subject_caps_ratio,punctuation_count,punctuation_ratio,question_mark_count,number_count,number_ratio,finance_symbol_count,emoji_count,emoji_ratio,has_important,feedback_words,day_of_week,time_of_day,letter_count,whitespace_ratio,label
promo-96.club,55,0,23,False,True,0,False,4,0.0184,0.0,9,0.0323,1,0,0.0,0,0,0.0,False,False,Friday,Morning,217,0.2442,Spam
promo-61.live,33,0,13,False,False,0,False,4,0.0248,0.0,5,0.0251,0,0,0.0,0,0,0.0,False,False,Friday,Morning,161,0.205,Spam
support-70.top,41,0,14,False,False,0,False,13,0.0949,0.0,8,0.0408,1,9,0.0657,0,0,0.0,False,False,Thursday,Evening,137,0.3066,Spam
contact-53.special-offer.org,41,0,11,False,False,0,False,9,0.0577,0.0,10,0.0483,3,0,0.0,0,0,0.0,False,False,Tuesday,Night,156,0.2628,Spam
support-60.special-offer.org,45,0,15,False,False,0,False,5,0.0258,0.0,4,0.0164,2,0,0.0,0,0,0.0,False,False,Wednesday,Night,194,0.2371,Spam
contact-91.info,32,0,19,False,False,0,False,2,0.0116,0.0,2,0.0096,0,0,0.0,0,0,0.0,False,False,Monday,Evening,173,0.1908,Spam
offers-26.loan,34,0,21,False,False,0,False,13,0.0897,0.0,5,0.0272,1,0,0.0,0,0,0.0,False,False,Wednesday,Morning,145,0.2345,Spam
support-79.xyz,89,0,24,False,False,0,False,10,0.0248,0.0,14,0.0276,0,0,0.0,0,2,0.0039,False,False,Friday,Morning,404,0.2178,Spam
offers-52.your-rewards.info,11,0,11,False,False,0,False,4,0.0976,0.0,1,0.0179,0,0,0.0,0,1,0.0179,False,False,Tuesday,Night,41,0.3171,Spam
newsletter-50.site,33,0,14,False,False,0,False,3,0.0214,0.0,4,0.0225,1,0,0.0,0,0,0.0,False,False,Friday,Morning,140,0.2429,Spam
admin-27.win,22,0,9,False,False,0,False,3,0.0353,0.0,7,0.0614,1,0,0.0,0,0,0.0,False,False,Wednesday,Night,85,0.2588,Spam
newsletter-19.download,114,0,21,False,False,0,False,9,0.0166,0.0,16,0.0239,1,0,0.0,0,0,0.0,False,False,Friday,Evening,541,0.2089,Spam
deals-64.daily-newsletter.com,23,0,12,False,False,0,False,9,0.0776,0.0,8,0.053,0,3,0.0259,0,2,0.0132,False,False,Tuesday,Afternoon,116,0.1897,Spam
deals-53.live,84,0,25,False,False,0,False,16,0.0482,0.0,13,0.0304,2,0,0.0,0,0,0.0,False,False,Saturday,Night,332,0.25,Spam
deals-76.buzz,27,0,18,False,False,0,False,27,0.203,0.0,4,0.0244,0,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,133,0.203,Spam
contact-97.live,74,0,12,False,False,0,False,64,0.2623,0.0,35,0.0962,0,20,0.082,1,0,0.0,False,False,Friday,Afternoon,244,0.2664,Spam
offers-71.online,43,0,10,False,False,0,False,65,0.3514,0.0,13,0.0533,0,4,0.0216,0,0,0.0,False,False,Wednesday,Evening,185,0.227,Spam
newsletter-48.marketing-deals.net,100,0,36,False,False,0,False,19,0.0476,0.0,11,0.0214,1,0,0.0,0,4,0.0078,False,False,Tuesday,Evening,399,0.2531,Spam
contact-76.club,109,0,18,False,True,0,False,11,0.0252,0.0,15,0.0265,2,3,0.0069,0,0,0.0,False,False,Tuesday,Evening,436,0.2431,Spam
offers-75.special-offer.org,43,0,31,False,True,0,False,187,1.0,0.0,7,0.026,2,0,0.0,0,23,0.0855,False,False,Wednesday,Night,187,0.2781,Spam
newsletter-40.click,109,0,27,False,False,0,False,9,0.0188,0.0,21,0.0348,2,0,0.0,0,0,0.0,False,False,Wednesday,Afternoon,479,0.2171,Spam
deals-71.link,113,0,23,False,False,0,False,10,0.0216,0.0,15,0.0255,5,0,0.0,0,0,0.0,False,False,Saturday,Night,462,0.2403,Spam
deals-26.shop,76,0,20,False,False,0,False,67,0.1965,0.0,12,0.0268,0,0,0.0,0,9,0.0201,False,False,Saturday,Night,341,0.2317,Spam
contact-83.site,44,0,20,False,False,0,False,4,0.022,0.0,6,0.0256,0,0,0.0,0,0,0.0,False,False,Monday,Afternoon,182,0.2527,Spam
newsletter-79.win,58,0,27,False,False,0,False,6,0.0248,0.0,11,0.0349,1,3,0.0124,0,0,0.0,False,False,Monday,Morning,242,0.2438,Spam
admin-23.club,106,0,17,False,False,0,False,55,0.1222,0.0,25,0.0432,4,0,0.0,0,0,0.0,False,False,Monday,Evening,450,0.2311,Spam
offers-92.download,27,0,16,False,False,0,False,16,0.1356,0.0,12,0.0745,0,0,0.0,0,5,0.0311,False,False,Sunday,Evening,118,0.2203,Spam
newsletter-50.shop,106,0,22,False,False,0,False,14,0.0329,0.0,23,0.0417,3,0,0.0,0,0,0.0,False,False,Wednesday,Afternoon,425,0.2447,Spam
newsletter-17.download,32,0,24,False,False,0,False,8,0.0625,0.0,5,0.0292,0,5,0.0391,1,0,0.0,False,False,Friday,Morning,128,0.2578,Spam
contact-64.download,29,0,12,False,False,0,False,11,0.0833,0.0,4,0.0242,0,0,0.0,0,0,0.0,False,False,Monday,Afternoon,132,0.2197,Spam
promo-75.club,14,0,14,False,False,0,False,2,0.0357,0.0,1,0.0139,0,0,0.0,0,0,0.0,False,False,Saturday,Morning,56,0.2679,Spam
offers-72.download,49,0,20,False,False,0,False,202,1.0,0.0,14,0.0483,2,0,0.0,0,17,0.0586,False,False,Friday,Afternoon,202,0.2822,Spam
support-10.online,109,0,30,False,False,0,False,51,0.1102,0.0,22,0.0372,2,0,0.0,0,0,0.0,False,False,Saturday,Evening,463,0.2289,Spam
contact-80.daily-newsletter.com,76,0,17,False,False,0,False,38,0.1238,0.0,18,0.0434,1,0,0.0,0,12,0.0289,False,False,Tuesday,Morning,307,0.2541,Spam
support-65.daily-newsletter.com,33,0,14,False,False,0,False,55,0.4435,0.0,7,0.0419,1,3,0.0242,0,0,0.0,False,False,Wednesday,Afternoon,124,0.2661,Spam
admin-23.marketing-deals.net,47,0,17,False,False,0,False,3,0.015,0.0,7,0.0278,0,0,0.0,0,0,0.0,False,False,Wednesday,Morning,200,0.225,Spam
admin-33.loan,8,0,5,False,False,0,False,2,0.069,0.0,3,0.0714,1,0,0.0,0,0,0.0,False,False,Tuesday,Evening,29,0.3448,Spam
admin-17.buzz,85,0,13,False,True,0,False,20,0.0556,0.0,25,0.0525,5,0,0.0,0,6,0.0126,False,False,Monday,Evening,360,0.2361,Spam
admin-85.xyz,38,0,13,False,False,0,False,4,0.0303,0.0,8,0.0455,0,0,0.0,0,0,0.0,False,False,Thursday,Night,132,0.2727,Spam
support-55.buzz,44,0,24,False,False,0,False,32,0.1569,0.0,12,0.0418,4,0,0.0,0,20,0.0697,False,False,Tuesday,Night,204,0.25,Spam
deals-86.daily-newsletter.com,45,0,18,False,False,0,False,4,0.0222,0.0,14,0.0574,0,8,0.0444,1,0,0.0,False,False,Saturday,Morning,180,0.2333,Spam
offers-52.site,80,0,28,False,True,0,False,47,0.1247,0.0,12,0.0248,0,0,0.0,0,9,0.0186,False,False,Friday,Evening,377,0.2255,Spam
deals-27.special-offer.org,33,0,13,False,False,0,False,3,0.0214,0.0,3,0.0169,1,0,0.0,0,0,0.0,False,False,Wednesday,Evening,140,0.2429,Spam
support-66.live,85,0,30,False,False,0,False,27,0.0849,0.0,21,0.0483,3,1,0.0031,0,9,0.0207,False,True,Thursday,Morning,318,0.2704,Spam
offers-73.your-rewards.info,37,0,17,False,False,0,False,22,0.125,0.0,14,0.0628,1,0,0.0,0,0,0.0,False,False,Thursday,Afternoon,176,0.1875,Spam
contact-47.live,81,0,46,False,True,0,False,84,0.2507,0.0,14,0.0327,0,0,0.0,0,0,0.0,False,False,Monday,Evening,335,0.2358,Spam
deals-80.your-rewards.info,112,0,22,False,False,0,False,10,0.0204,0.0,20,0.0325,1,0,0.0,0,0,0.0,False,False,Wednesday,Morning,491,0.2138,Spam
newsletter-63.info,108,0,18,False,False,0,False,38,0.0868,0.0,23,0.0406,3,0,0.0,0,0,0.0,False,False,Monday,Night,438,0.242,Spam
admin-81.club,46,0,19,False,False,0,False,10,0.0541,0.0,11,0.044,0,2,0.0108,0,6,0.024,False,False,Wednesday,Afternoon,185,0.2486,Spam
newsletter-48.your-rewards.info,36,0,9,False,False,0,False,148,0.8409,0.0,8,0.0321,1,3,0.017,0,22,0.0884,False,False,Friday,Evening,176,0.2273,Spam
newsletter-93.win,25,0,16,False,False,0,False,3,0.0254,0.0,2,0.0137,1,0,0.0,0,0,0.0,False,False,Tuesday,Morning,118,0.2203,Spam
admin-84.club,31,0,29,False,False,0,False,2,0.0159,0.0,8,0.0476,0,3,0.0238,0,0,0.0,False,False,Tuesday,Night,126,0.246,Spam
promo-17.info,38,0,21,False,False,0,False,2,0.0115,0.0,4,0.0185,0,0,0.0,0,0,0.0,False,False,Friday,Morning,174,0.2184,Spam
admin-24.site,43,0,17,False,False,0,False,7,0.0385,0.0,11,0.0468,2,0,0.0,0,0,0.0,False,False,Wednesday,Afternoon,182,0.2308,Spam
newsletter-40.top,34,0,16,False,False,0,False,3,0.0217,0.0,7,0.0383,0,5,0.0362,1,0,0.0,False,False,Thursday,Morning,138,0.2391,Spam
admin-63.xyz,99,0,14,False,True,0,False,83,0.2034,0.0,25,0.0467,3,4,0.0098,0,0,0.0,False,False,Tuesday,Morning,408,0.2402,Spam
contact-99.click,61,0,12,False,False,0,False,84,0.3471,0.0,14,0.0407,0,2,0.0083,0,19,0.0552,False,False,Saturday,Evening,242,0.2769,Spam
promo-83.link,52,0,16,False,False,0,False,4,0.019,0.0,9,0.0317,0,0,0.0,0,9,0.0317,False,False,Friday,Afternoon,211,0.2607,Spam
support-46.download,108,0,29,False,False,0,False,16,0.0345,0.0,24,0.0405,1,0,0.0,0,0,0.0,False,False,Thursday,Afternoon,464,0.2263,Spam
deals-34.shop,31,0,12,False,False,0,False,3,0.0208,0.0,5,0.0278,2,0,0.0,0,0,0.0,False,False,Monday,Night,144,0.2153,Spam
newsletter-94.daily-newsletter.com,24,0,11,False,False,0,False,24,0.2353,0.0,9,0.0621,0,0,0.0,0,9,0.0621,False,False,Sunday,Evening,102,0.2451,Spam
promo-48.special-offer.org,114,0,24,False,False,0,False,7,0.0146,0.0,21,0.0346,1,0,0.0,0,0,0.0,False,False,Saturday,Afternoon,479,0.2234,Spam
contact-25.buzz,21,0,8,False,False,0,False,78,1.0,0.0,6,0.0556,0,2,0.0256,0,0,0.0,False,False,Wednesday,Night,78,0.2821,Spam
admin-88.promo-source.com,35,0,13,False,True,0,False,4,0.0274,0.0,6,0.0321,1,0,0.0,0,0,0.0,False,False,Wednesday,Evening,146,0.2397,Spam
admin-91.site,96,0,19,False,False,0,False,108,0.2791,0.0,21,0.0417,1,6,0.0155,1,0,0.0,False,False,Sunday,Night,387,0.2326,Spam
offers-33.link,9,0,6,False,False,0,False,2,0.0541,0.0,5,0.0962,0,0,0.0,3,0,0.0,False,False,Wednesday,Afternoon,37,0.2703,Spam
contact-96.link,39,0,15,False,False,0,False,5,0.0284,0.0,5,0.0227,1,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,176,0.2216,Spam
contact-88.buzz,34,0,14,False,False,0,False,4,0.0278,0.0,5,0.0273,1,0,0.0,0,0,0.0,False,False,Saturday,Morning,144,0.2361,Spam
newsletter-60.buzz,26,0,8,False,False,0,False,5,0.0442,0.0,10,0.0654,0,5,0.0442,0,0,0.0,False,False,Monday,Morning,113,0.2212,Spam
offers-27.club,35,0,18,False,False,0,False,6,0.0472,0.0,13,0.0751,0,0,0.0,0,0,0.0,False,False,Sunday,Morning,127,0.2598,Spam
newsletter-69.daily-newsletter.com,46,0,14,False,True,0,False,13,0.0663,0.0,13,0.0502,0,7,0.0357,0,0,0.0,False,False,Wednesday,Morning,196,0.2194,Spam
promo-90.your-rewards.info,36,0,13,False,False,0,False,4,0.0235,0.0,4,0.019,2,0,0.0,0,0,0.0,False,False,Wednesday,Morning,170,0.2176,Spam
admin-66.shop,53,0,25,False,False,0,False,3,0.0136,0.0,11,0.0386,0,0,0.0,0,0,0.0,False,False,Tuesday,Morning,221,0.2398,Spam
admin-98.special-offer.org,109,0,15,False,True,0,False,9,0.0207,0.0,25,0.0444,2,0,0.0,0,0,0.0,False,False,Tuesday,Night,434,0.2396,Spam
promo-62.xyz,19,0,11,True,False,0,False,33,0.6346,0.0,15,0.1456,0,21,0.4038,1,0,0.0,False,False,Sunday,Evening,52,0.2885,Spam
promo-73.download,113,0,20,False,True,0,False,11,0.0224,0.0,16,0.0259,2,0,0.0,0,0,0.0,False,False,Thursday,Afternoon,491,0.224,Spam
promo-38.site,31,0,15,False,False,0,False,3,0.0246,0.0,4,0.0255,0,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,122,0.2541,Spam
contact-42.loan,46,0,21,False,False,0,False,12,0.0635,0.0,13,0.0481,0,21,0.1111,0,0,0.0,False,False,Wednesday,Afternoon,189,0.2487,Spam
newsletter-54.site,25,0,12,False,False,0,False,4,0.0348,0.0,6,0.0411,0,0,0.0,0,0,0.0,False,False,Wednesday,Evening,115,0.2174,Spam
newsletter-89.your-rewards.info,67,0,13,False,False,0,False,65,0.2364,0.0,16,0.0424,0,0,0.0,0,13,0.0345,False,False,Sunday,Night,275,0.2655,Spam
offers-43.shop,45,0,17,False,False,0,False,4,0.0245,0.0,9,0.0407,0,4,0.0245,1,0,0.0,False,False,Saturday,Evening,163,0.2761,Spam
deals-85.info,110,0,19,False,True,0,False,11,0.0241,0.0,19,0.0326,3,0,0.0,0,0,0.0,False,False,Saturday,Night,457,0.2319,Spam
deals-35.loan,85,0,26,False,True,0,False,7,0.02,0.0,17,0.0369,0,0,0.0,0,9,0.0195,False,False,Wednesday,Afternoon,350,0.2429,Spam
support-88.daily-newsletter.com,6,0,4,False,False,0,False,26,1.0,0.0,2,0.0571,0,0,0.0,0,0,0.0,False,False,Sunday,Night,26,0.2692,Spam
newsletter-48.daily-newsletter.com,60,0,17,False,False,0,False,40,0.1212,0.0,20,0.0483,3,0,0.0,0,0,0.0,False,False,Wednesday,Afternoon,330,0.1939,Spam
admin-82.live,94,0,30,False,False,0,False,50,0.1319,0.0,20,0.04,0,0,0.0,0,5,0.01,False,False,Sunday,Evening,379,0.2533,Spam
offers-73.daily-newsletter.com,11,0,11,False,False,0,False,8,0.1702,0.0,1,0.0161,0,2,0.0426,0,0,0.0,False,False,Tuesday,Night,47,0.2553,Spam
newsletter-33.daily-newsletter.com,44,0,28,False,False,0,False,2,0.009,0.0,4,0.0148,0,0,0.0,0,0,0.0,False,False,Wednesday,Night,222,0.2027,Spam
newsletter-29.click,24,0,9,False,False,0,False,106,1.0,0.0,5,0.0362,0,1,0.0094,0,0,0.0,False,False,Friday,Night,106,0.2453,Spam
contact-75.online,13,0,12,False,False,0,False,48,1.0,0.0,9,0.1268,0,2,0.0417,0,0,0.0,False,False,Friday,Evening,48,0.25,Spam
support-58.your-rewards.info,29,0,13,False,False,0,False,3,0.024,0.0,3,0.019,2,0,0.0,0,0,0.0,False,False,Tuesday,Morning,125,0.24,Spam
newsletter-42.shop,114,0,27,False,False,0,False,8,0.0156,0.0,18,0.028,1,0,0.0,0,0,0.0,False,False,Sunday,Night,513,0.2183,Spam
support-64.site,50,0,18,False,False,0,False,17,0.0977,0.0,12,0.0504,0,2,0.0115,0,0,0.0,False,False,Wednesday,Afternoon,174,0.2874,Spam
support-19.shop,41,0,22,False,False,0,False,128,0.8101,0.0,14,0.0586,2,0,0.0,0,18,0.0753,False,False,Wednesday,Afternoon,158,0.3101,Spam
support-47.club,102,0,22,False,False,0,False,11,0.0221,0.0,16,0.0258,1,0,0.0,0,3,0.0048,False,True,Wednesday,Evening,498,0.2048,Spam
admin-29.live,7,0,7,False,False,0,False,26,1.0,0.0,1,0.0278,0,0,0.0,0,0,0.0,False,False,Sunday,Morning,26,0.3462,Spam
offers-95.info,59,0,15,False,False,0,False,19,0.09,0.0,22,0.0698,1,2,0.0095,0,20,0.0635,False,False,Tuesday,Morning,211,0.2844,Spam
newsletter-47.promo-source.com,93,0,23,False,False,0,False,7,0.019,0.0,16,0.0337,1,3,0.0082,1,0,0.0,False,False,Thursday,Evening,368,0.2391,Spam
newsletter-89.link,47,0,14,False,False,0,False,38,0.1949,0.0,12,0.0421,2,5,0.0256,0,22,0.0772,False,False,Saturday,Evening,195,0.2564,Spam
deals-92.download,43,0,23,False,False,0,False,10,0.0529,0.0,5,0.0211,1,0,0.0,0,0,0.0,False,False,Friday,Afternoon,189,0.2275,Spam
contact-96.daily-newsletter.com,108,0,25,False,False,0,False,12,0.0282,0.0,30,0.0539,3,0,0.0,0,0,0.0,False,False,Sunday,Night,426,0.2371,Spam
newsletter-94.marketing-deals.net,104,0,20,False,False,0,False,9,0.0205,0.0,20,0.0358,1,0,0.0,0,0,0.0,False,True,Tuesday,Evening,439,0.2255,Spam
offers-37.top,30,0,15,False,False,0,False,2,0.0159,0.0,4,0.0252,0,0,0.0,0,0,0.0,False,False,Monday,Morning,126,0.2302,Spam
promo-16.site,7,0,7,False,False,0,False,32,1.0,0.0,5,0.1111,0,0,0.0,0,0,0.0,False,False,Saturday,Evening,32,0.25,Spam
deals-75.live,23,0,8,False,False,0,False,5,0.0476,0.0,6,0.0448,0,0,0.0,0,0,0.0,False,False,Friday,Afternoon,105,0.219,Spam
support-20.loan,113,0,24,False,False,0,False,11,0.0246,0.0,18,0.0313,1,0,0.0,0,0,0.0,False,False,Sunday,Night,448,0.2433,Spam
support-78.top,46,0,22,False,False,0,False,3,0.0146,0.0,15,0.0579,1,0,0.0,0,0,0.0,False,False,Monday,Night,206,0.1845,Spam
deals-21.top,13,0,7,False,False,0,False,54,1.0,0.0,10,0.1299,0,0,0.0,0,0,0.0,False,False,Thursday,Morning,54,0.2407,Spam
support-63.online,9,0,9,False,False,0,False,17,0.4722,0.0,4,0.0727,0,0,0.0,0,3,0.0545,False,False,Tuesday,Night,36,0.3333,Spam
admin-20.online,88,0,17,False,False,0,False,52,0.1585,0.0,31,0.0701,3,1,0.003,0,0,0.0,False,False,Wednesday,Morning,328,0.25,Spam
promo-86.top,116,0,22,False,True,0,False,9,0.0205,0.0,17,0.0299,0,3,0.0068,0,0,0.0,False,False,Thursday,Night,438,0.2534,Spam
newsletter-18.download,46,0,20,False,True,0,False,3,0.0163,0.0,8,0.0339,0,0,0.0,0,0,0.0,False,False,Monday,Evening,184,0.2391,Spam
promo-45.xyz,96,0,20,False,True,0,False,119,0.299,0.0,13,0.0256,1,0,0.0,0,2,0.0039,False,False,Wednesday,Night,398,0.2387,Spam
deals-57.buzz,34,0,11,False,False,0,False,4,0.0223,0.0,8,0.0362,2,0,0.0,0,0,0.0,False,False,Wednesday,Morning,179,0.1899,Spam
admin-87.top,112,0,18,False,False,0,False,13,0.0275,0.0,16,0.0265,0,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,473,0.2431,Spam
promo-83.buzz,30,0,18,False,False,0,False,26,0.2364,0.0,19,0.118,0,6,0.0545,0,0,0.0,False,False,Monday,Evening,110,0.2364,Spam
contact-11.info,35,0,21,False,False,0,False,145,1.0,0.0,7,0.037,0,1,0.0069,0,0,0.0,False,False,Monday,Night,145,0.2483,Spam
deals-39.promo-source.com,18,0,11,False,False,0,False,39,0.5652,0.0,6,0.0612,0,5,0.0725,1,0,0.0,False,False,Thursday,Evening,69,0.2609,Spam
admin-54.live,60,0,20,False,False,0,False,24,0.0952,0.0,17,0.0475,0,3,0.0119,0,14,0.0391,False,False,Thursday,Evening,252,0.2619,Spam
deals-62.info,62,0,23,False,False,0,False,65,0.2471,0.0,13,0.0389,0,0,0.0,0,0,0.0,False,True,Monday,Night,263,0.2205,Spam
newsletter-34.special-offer.org,93,0,25,False,False,0,False,14,0.0362,0.0,23,0.0455,1,0,0.0,0,3,0.0059,False,False,Saturday,Afternoon,387,0.2403,Spam
promo-22.daily-newsletter.com,12,0,6,False,False,0,False,2,0.0488,0.0,4,0.0678,0,1,0.0244,0,0,0.0,False,False,Wednesday,Night,41,0.3171,Spam
support-87.special-offer.org,110,0,26,False,False,0,False,13,0.0299,0.0,18,0.0319,1,2,0.0046,0,0,0.0,False,False,Friday,Evening,435,0.2506,Spam
newsletter-26.club,49,0,12,False,False,0,False,5,0.0234,0.0,9,0.0331,0,0,0.0,0,0,0.0,False,False,Monday,Night,214,0.229,Spam
support-25.your-rewards.info,84,0,23,False,False,0,False,9,0.0289,0.0,15,0.0368,2,0,0.0,0,0,0.0,False,False,Friday,Afternoon,311,0.2637,Spam
admin-49.promo-source.com,38,0,12,False,True,0,False,5,0.0296,0.0,8,0.0372,1,0,0.0,0,0,0.0,False,False,Saturday,Evening,169,0.2249,Spam
deals-86.loan,36,0,14,False,False,0,False,20,0.1351,0.0,12,0.0612,0,0,0.0,0,0,0.0,False,False,Thursday,Night,148,0.2432,Spam
promo-69.marketing-deals.net,10,0,10,False,False,0,False,1,0.0208,0.0,1,0.0159,0,0,0.0,0,3,0.0476,False,False,Friday,Afternoon,48,0.2292,Spam
contact-43.link,107,0,21,False,False,0,False,10,0.0222,0.0,26,0.0453,2,0,0.0,0,0,0.0,False,False,Tuesday,Afternoon,450,0.2178,Spam
admin-38.link,32,0,17,False,False,0,False,3,0.0217,0.0,4,0.0229,1,0,0.0,0,0,0.0,False,False,Monday,Night,138,0.2391,Spam
admin-95.click,53,0,19,False,False,0,False,5,0.0215,0.0,6,0.0205,1,0,0.0,0,0,0.0,False,False,Saturday,Morning,233,0.2275,Spam
contact-96.marketing-deals.net,22,0,11,False,False,0,False,9,0.0947,0.0,10,0.0769,0,0,0.0,0,4,0.0308,False,False,Friday,Night,95,0.2211,Spam
contact-19.top,51,0,23,False,True,0,False,7,0.0273,0.0,8,0.0254,1,0,0.0,0,0,0.0,False,False,Sunday,Evening,256,0.1992,Spam
promo-91.info,18,0,9,False,False,0,False,62,1.0,0.0,14,0.1443,4,5,0.0806,0,0,0.0,False,False,Sunday,Morning,62,0.2581,Spam
contact-65.your-rewards.info,100,0,26,False,False,0,False,18,0.0425,0.0,24,0.0436,4,6,0.0142,0,0,0.0,False,False,Wednesday,Morning,424,0.2264,Spam
offers-32.marketing-deals.net,36,0,13,False,False,0,False,4,0.0241,0.0,5,0.024,1,0,0.0,0,0,0.0,False,False,Tuesday,Night,166,0.2229,Spam
support-14.shop,29,0,12,False,False,0,False,3,0.0217,0.0,9,0.0508,1,0,0.0,0,0,0.0,False,False,Wednesday,Night,138,0.2174,Spam
promo-91.online,107,0,22,False,False,0,False,12,0.0258,0.0,31,0.0517,2,0,0.0,3,0,0.0,False,False,Thursday,Evening,465,0.2237,Spam
deals-69.xyz,45,0,14,False,False,0,False,4,0.0231,0.0,8,0.0356,0,0,0.0,0,0,0.0,False,False,Saturday,Afternoon,173,0.2543,Spam
support-74.win,36,0,13,False,False,0,False,3,0.0219,0.0,4,0.0225,0,0,0.0,0,0,0.0,False,False,Thursday,Night,137,0.2701,Spam
support-86.download,108,0,24,False,False,0,False,9,0.0187,0.0,19,0.0315,1,0,0.0,0,0,0.0,False,False,Wednesday,Night,482,0.2137,Spam
